use,year_built,heated_sqft,site_address,city,zip,owner,owner_addr1,owner_addr2,owner_addr3,assessed_value,pin
FLEX WHSE,1996,13800.0,2821 SPRING FOREST RD,RALEIGH,27616,HGH HOLDINGS LLC ,3434 EDWARDS MILL RD STE 112-397,RALEIGH NC 27612-4275,,2684019,1726067965
FLEX WHSE,2001,13798.0,5421 OLD POOLE RD,RALEIGH,27610,J S BROWN PROPERTIES LLC ,1498 RHONDALE RD,SELMA NC 27576-7793,,2355337,1733246100
OFC GROSS,1986,13793.0,8100 BROWNLEIGH DR,RALEIGH,27617,"TORII, LLC ",6300 WESTGATE RD STE A,RALEIGH NC 27617-4754,,2837252,0777466736
FLEX WHSE,2000,13770.0,200 TOWERVIEW CT,CARY,27513,ABSOLUTE BUILDING LLC ,PO BOX 3749,CARY NC 27519-3749,,2477545,0754663920
CHURCH,1984,13754.0,834 DURHAM RD,WAKE FOREST,27587,ST JOHNS EPISCOPAL CHURCH WAKE FOREST NC ,830 DURHAM RD,WAKE FOREST NC 27587-8792,,4412546,1831721164
CHURCH,1978,13750.0,9225 LEESVILLE RD,RALEIGH,27613,"6421 WESTGATE REALTY, LLC ",6421 OLD WESTGATE RD,RALEIGH NC 27617-4630,,2609201,0788121209
VET CLIN,1997,13745.0,2961 WENDELL BLVD,WENDELL,27591,DVM SERVICES REALTY LLC ,4935 RALEIGH ROAD PKWY W,WILSON NC 27896-9701,,2177173,1784438457
FLEX WHSE,1995,13741.0,2533 ATLANTIC AVE,RALEIGH,27604,ZOSTA TOO LLC ,900 INDUSTRIAL DR,CLINTON NC 28328-8068,,1929609,1715323399
FLEX WHSE,1975,13650.0,2410 ATLANTIC AVE,RALEIGH,27604,"MANSFIELD, LARRY ANTHONY HILL MANSFIELD, ELIZABETH ANN",2410 ATLANTIC AVE,RALEIGH NC 27604-1410,,2106396,1715302707
MED OFC GROSS,1977,13648.0,3701 WAKE FOREST RD,RALEIGH,27609,CARPUS DIEM LLC ,3701 WAKE FOREST RD,RALEIGH NC 27609-6832,,4165857,1715383475
CHURCH,2002,13566.0,1250 AVERSBORO RD,GARNER,27529,SPIRITUAL TWIST PRODUCTIONS ,1250 AVERSBORO RD,GARNER NC 27529-4225,,3315989,1710386623
OFC GROSS,2004,13552.0,190 ROSEWOOD CENTRE DR,HOLLY SPRINGS,27540,ROSEWOOD CENTRE #1 LLC ,8916 BARKER RD,NEW HILL NC 27562-9786,,2238222,0740920003
FIRE STA,1982,13514.0,301 S FUQUAY AVE,FUQUAY-VARINA,27526,FUQUAY VARINA TOWN OF ,134 N MAIN ST,FUQUAY VARINA NC 27526-1934,,2365424,0666061662
FLEX WHSE,1997,13500.0,500 S NEW HOPE RD,RALEIGH,27610,NFP 500 S NEW HOPE LLC ,3084 THE PEAKS LN,LAS VEGAS NV 89138-6214,,2016024,1733062441
FLEX WHSE,1995,13500.0,1117 CORPORATION PKWY,RALEIGH,27610,PMT CP LLC ,9051 STRICKLAND RD STE 125,RALEIGH NC 27615-2084,,2093517,1724745337
MULT TEN,1995,13500.0,3136 CALVARY DR,RALEIGH,27604,ITAC 540 LLC ,17 WOOD STORK CT,CLAYTON NC 27520-4178,,3084943,1726522015
SCHOOL,1980,13488.0,301 W JONES ST,RALEIGH,27603,TRUSTEES OF EDENTON STREET UNITED METHODIST CHURCH,228 W EDENTON ST,RALEIGH NC 27603-1714,,13896795,1703596886
SNGL TEN,1989,13479.0,3311 CAPITAL BLVD,RALEIGH,27604,2418 N MAIN LLC ,15 LAURA LN STE 300,THOMASVILLE NC 27360-5865,,4017724,1725251580
FLEX WHSE,1999,13448.0,3501 INTEGRITY DR,RALEIGH,27529,CGM PARTNERS LLC ,603 W DIVINE ST,DUNN NC 28334-5211,,2658540,1722409407
SNGL TEN,1980,13439.0,1111 E GARNER RD,,27529,MARTIN MARIETTA MATERIALS INC ,PO BOX 54788,LEXINGTON KY 40555-4788,,7753045,1721624240
STOR/OFC,2002,13425.0,600 GATHERING PARK CIR,CARY,27519,PARKWAY PROPERTIES GROUP LLC ,1000 DARRINGTON DR STE 105,CARY NC 27513-8134,,2306277,0745237859
DAY CARE,1995,13416.0,101 PRESTON EXECUTIVE DR,CARY,27513,"PRESTON HOPE, LLC ",10520 CHAPEL HILL RD UNIT 105,MORRISVILLE NC 27560-3005,,3643065,0754125923
CHURCH,1989,13386.0,11905 STRICKLAND RD,,27613,NORTH RALEIGH PRESBYTERIAN CHURCH ,11905 STRICKLAND RD,RALEIGH NC 27613-1247,,4636061,0788947430
OFC GROSS,1998,13344.0,7000 HOSPITALITY CT,CARY,27560,RJH APEX LLC ,2900 OLIVE CHAPEL RD,APEX NC 27502-8516,,2021717,0756479271
SNGL TEN,1991,13334.0,3524 CAPITAL BLVD,RALEIGH,27604,PEORIA FAMILY LIMITED PARTNERSHIP LIMITED PARTNERS ,AUTOZONE,PO BOX 2198,MEMPHIS TN 38101-2198,3232475,1725362822
DAY CARE,2005,13328.0,1941 HERITAGE BRANCH RD,WAKE FOREST,27587,MILLER WHITMAN INVESTMENTS LLC ,1941 HERITAGE BRANCH RD,WAKE FOREST NC 27587-3831,,4385786,1840204447
OFC GROSS,1978,13296.0,1400 W MILLBROOK RD,RALEIGH,27612,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,5312030,0796972836
CHURCH,1975,13288.0,4408 LEAD MINE RD,,27612,CRABTREE VALLEY BAPTIST CHURCH INC ,4408 LEAD MINE RD,RALEIGH NC 27612-3325,,3338456,0796608944
OFC GROSS,1992,13283.0,201 MACKENAN DR,CARY,27511,CARR HOLDINGS LLC ,112 GREENWOOD CIR,CARY NC 27511-5762,,2826269,0752714355
MED OFC GROSS,1996,13270.0,260 HORIZON DR,RALEIGH,27615,POOLE VENTURES LLC ,260 HORIZON DR,RALEIGH NC 27615-4922,,2691012,1707367581
OFC GROSS,1980,13252.0,3601 HAWORTH DR,RALEIGH,27609,NORTH CAROLINA BANKERS ASSOC INC ,3601 HAWORTH DR,RALEIGH NC 27609-7218,,2203838,1705873055
FLEX WHSE,1992,13246.0,113 WOODWINDS INDUSTRIAL CT,CARY,27511,MASTER PTNR LLC ,PO BOX 3661,CARY NC 27519-3661,,2147070,0753420561
OFC GROSS,2002,13215.0,1266 BENSON RD,GARNER,27529,TARHEEL DEVELOPMENT LLC ,PO BOX 1116,GARNER NC 27529-1116,,1855265,1710666954
MULT TEN,1995,13208.0,2315 LYNN RD,RALEIGH,27612,HIDDEN VALLEY PLAZA LLC ,704 MARLOWE RD,RALEIGH NC 27609-7024,,3141185,0797425712
DAY CARE,1996,13200.0,8516 OLD LEAD MINE RD,RALEIGH,27615,BRIGHT HORIZONS CHILDREN'S CENTERS INC,PO BOX 9177,WATERTOWN MA 02471-9177,,3838702,1708208894
FLEX WHSE,1988,13200.0,6220 ANGUS DR,RALEIGH,27617,"TRUSTMAN FAMILY LIMITED LIABILITY COMPANY, LLC ",10865 NC 210 N,ANGIER NC 27501-9726,,1495907,0778222393
MED OFC GROSS,1996,13160.0,401 KEISLER DR,CARY,27518,ROANE LLC ,5304 CORINTHIAN WAY,RALEIGH NC 27607-3610,,2401545,0762558255
MED OFC GROSS,2000,13158.0,3713 BENSON DR,RALEIGH,27609,THERA LLC ,3713 BENSON DR STE 102,RALEIGH NC 27609-7372,,2647187,1715286780
FLEX WHSE,1999,13150.0,1312 KIRKLAND RD,RALEIGH,27603,IVEY SELF STORAGE INC ,225 PEEDIN RD,SMITHFIELD NC 27577-4719,,2719378,1702096511
FLEX WHSE,1988,13130.0,110 WOODWINDS INDUSTRIAL CT,CARY,27511,ORKA REALTY LLP ,923 S BEND DR,DURHAM NC 27713-7273,,2648356,0753422310
OFC GROSS,1989,13128.0,8205 BROWNLEIGH DR,RALEIGH,27617,INFINITY 13 LLC ,306 MIDENHALL WAY,CARY NC 27513-5569,,1290610,0777471465
GYM,2001,13105.0,3651 BASTION LN,RALEIGH,27604,BB AND J LLC ,319 FAYETTEVILLE ST UNIT 304,RALEIGH NC 27601-1975,,1736993,1724368200
MULT TEN,1990,13096.0,301 N HARRISON AVE,CARY,27513,TOWN OF CARY ,REAL ESTATE DEPT TOWN OF CARY,PO BOX 8005,CARY NC 27512-8005,4025771,0764421008
OFC GROSS,1986,13095.0,1041 WASHINGTON ST,RALEIGH,27605,METHODIST HOME FOR CHILDREN ,1041 WASHINGTON ST,RALEIGH NC 27605-1259,,5701020,1704440741
MULT TEN,1986,13050.0,1070 W CHATHAM ST,CARY,27511,HARRISPARK PROPERTIES INC ,608 GASTON ST STE 200,RALEIGH NC 27603-1258,,1897118,0753861356
FLEX WHSE,1987,13025.0,1401 DIGGS DR,RALEIGH,27603,"LAMPE, NANCY D LAMPE, JOHN H II TRUSTEE",PO BOX 1457,SMITHFIELD NC 27577-1457,,2002372,1702093944
MULT TEN,1995,13000.0,3132 CALVARY DR,RALEIGH,27604,MARKAR JONESBORO LLC ,LEGACY PROPERTY SERVICES,109 S MCDUFFIE ST,ANDERSON SC 29624-1626,3031171,1726520276
OFC GROSS,1987,13000.0,901 PAVERSTONE DR,RALEIGH,27615,901 PAVERSTONE LLC ,6200 THERFIELD DR,RALEIGH NC 27614-8178,,1972330,1707173954
MED OFC GROSS,1983,12997.0,2809 HIGHWOODS BLVD,RALEIGH,27604,NC RAILROAD COMPANY ,ATTN: SCOTT SAYLOR,2809 HIGHWOODS BLVD,RALEIGH NC 27604-0015,2513288,1715830140
OFC GROSS,1988,12992.0,7048 KNIGHTDALE BLVD,KNIGHTDALE,27545,"7048 KNIGHTDALE BLVD., LLC ",INCOME PROPERTIES OF RALEIGH INC,1049 DRESSER CT,RALEIGH NC 27609-7323,1962790,1754054752
DAY CARE,1999,12980.0,200 DANCERS POINTE LN,CARY,27518,200 DANCERS POINTE LLC ,200 DANCERS POINTE LN,CARY NC 27518-9199,,2876659,0761267765
GYM,1999,12971.0,0 LOUIS STEPHENS DR,CARY,27519,WAKE COUNTY BOARD OF EDUCATION ,REAL ESTATE SERVICES,111 CORNING RD STE 100,CARY NC 27518-9299,1483198,0744174546
SNGL TEN,1995,12910.0,220 KILMAYNE DR,CARY,27511,GOODWILL INDUSTRIES OF EASTERN NORTH CAROLINA INC ,4721 EMPEROR BLVD STE 260,DURHAM NC 27703-7664,,3225801,0763358461
FLEX WHSE,1978,12892.0,526 PYLON DR,RALEIGH,27606,PYLON INC ,501 UWHARRIE CT STE E,RALEIGH NC 27606-1470,,2100251,0784833589
FLEX WHSE,1981,12892.0,529 PYLON DR,RALEIGH,27606,PYLON INC ,501 UWHARRIE CT STE E,RALEIGH NC 27606-1470,,2069455,0784836683
FLEX WHSE,1995,12848.0,2209 CANDUN DR,APEX,27523,PHOENIX DAWN LLC ,2209 CANDUN DR,APEX NC 27523-6404,,3563107,0753022017
FLEX WHSE,1999,12840.0,7429 ACC BLVD,RALEIGH,27617,CAPITAL LAND INVESTMENT COMPANY ,4412 DELTA LAKE DR,RALEIGH NC 27612-7006,,2525258,0768868344
FLEX WHSE,1985,12812.0,1500 BROOKSIDE DR,RALEIGH,27604,"BOBBIT DRIVE ASSOCIATES LLC BAILEY, FRANCES G",PO BOX 464,RALEIGH NC 27602-0464,,1500171,1714154975
CHURCH,2001,12806.0,911 OLD KNIGHT RD,KNIGHTDALE,27545,MALABYS CROSSROADS MISSIONARY BAPTIST CHURCH ,911 OLD KNIGHT RD,KNIGHTDALE NC 27545-9065,,3637268,1754576790
FIRE STA,1980,12789.0,104 E YOUNG ST,ROLESVILLE,27571,TOWN OF ROLESVILLE ,502 SOUTHTOWN CIR,ROLESVILLE NC 27571-9602,,1550671,1769017022
FLEX WHSE,1988,12771.0,2525 ATLANTIC AVE,RALEIGH,27604,EAO ENTERPRISES LLC ,9S284 CHANDELLE DR,NAPERVILLE IL 60564-9431,,2151579,1715323108
FLEX WHSE,1988,12771.0,2527 ATLANTIC AVE,RALEIGH,27604,CHAUCER 2.0 LLC ,3111 GLENWOOD AVE,RALEIGH NC 27612-5006,,1728480,1715323268
FLEX WHSE,1995,12699.0,203 MACKENAN DR,CARY,27511,REALTY INVESTMENTS LLC ,ATTN JOHN S MILLER MANAGER,PO BOX 12698,RALEIGH NC 27605-2698,2565513,0752714091
OFC GROSS,1979,12550.0,8813 ICE DR,RALEIGH,27617,6421 WESTGATE REALTY LLC ,6312 WESTGATE RD,RALEIGH NC 27617-4723,,1645507,0778133548
FLEX WHSE,2005,12546.0,9321 FOCAL PT,RALEIGH,27617,ROSE NC LLC ,9050 PINES BLVD STE 301,PEMBROKE PINES FL 33024-6422,,1877001,0778078023
MULT TEN,2003,12524.0,2921 WENDELL BLVD,WENDELL,27591,1201 NW 54TH ST LC ,11010 LAKE GROVE BLVD STE 100-313,MORRISVILLE NC 27560-7391,,2590515,1784435851
OFC GROSS,1985,12518.0,1928 CHALK RD,,27587,EDUCATIONAL INFORMATION CORPORATION ,PO BOX 828,WAKE FOREST NC 27588-0828,,3914163,1759473407
SNGL TEN,1984,12480.0,1657 NORTH MARKET DR,RALEIGH,27609,"MARTIN, H LEROY ",7712 RAINWATER RD,RALEIGH NC 27615-3728,,1256813,1716518376
OFC GROSS,1990,12419.0,1418 AVERSBORO RD,GARNER,27529,"BALL, FORREST H ",1027 US 70 HWY W,GARNER NC 27529-2501,,1539324,1710376965
OFC GROSS,1988,12416.0,4205 SPRING FOREST RD,RALEIGH,27616,RALEIGH CITY OF ,PO BOX 590,RALEIGH NC 27602-0590,,1915828,1726770285
MULT TEN,2000,12380.0,2001 WALNUT ST,CARY,27518,MAXEM CARY LLC ,7845 COLONY RD STE C4-242,CHARLOTTE NC 28226-7681,,4963584,0773616251
FLEX WHSE,2000,12376.0,539 JAMES JACKSON AVE,CARY,27513,CLG PROPERTIES LLC ,2912 ELMGATE WAY,RALEIGH NC 27614-8916,,2797863,0754556704
OFC GROSS,1986,12366.0,911 PAVERSTONE DR,RALEIGH,27615,911 PAVERSTONE LLC ,149 ELK STONE TRL,GARNER NC 27529-6646,,1729175,1707171900
OFC GROSS,1989,12366.0,920 PAVERSTONE DR,RALEIGH,27615,DECC HOLDINGS LLC ,920 PAVERSTONE DR,RALEIGH NC 27615-4723,,1717238,1707180147
OFC GROSS,1995,12336.0,2201 CANDUN DR,APEX,27523,DAVID J & MARILYN B MARTIN IRREVOCABLE TRUST ,2201 CANDUN DR STE 103,APEX NC 27523-6413,,1547573,0753012553
MED OFC GROSS,1982,12326.0,3012 FALSTAFF RD,RALEIGH,27610,"GLAUBIGER, GEORGE ",2447 NEW BERN AVE,RALEIGH NC 27610-1816,,2344923,1723390576
FLEX WHSE,1999,12308.0,501 JAMES JACKSON AVE,CARY,27513,CFI KNOW PROPERTIES LLC ,12309 SKEENES CT,RALEIGH NC 27614-9400,,2792209,0754557678
MED OFC GROSS,1998,12292.0,200 WELLESLEY TRADE LN,CARY,27519,ARIUS LLC ,200 WELLESLEY TRADE LN,CARY NC 27519-5576,,2405174,0734821077
FIRE STA,1991,12283.0,11905 NORWOOD RD,,27613,DURHAM HIGHWAY FIRE PROTECTION ASSOCIATION INC,11905 NORWOOD RD,RALEIGH NC 27613-6053,,2438211,0789233589
OFC GROSS,1998,12282.0,1620 MIDTOWN PL,RALEIGH,27609,HARRISPARK PROPERTIES INC ,608 GASTON ST STE 200,RALEIGH NC 27603-1258,,1745233,1715574247
DAY CARE,2000,12275.0,10741 FOREST PINES DR,RALEIGH,27614,"LOCH NESS PROPERTIES LLC MCLEOD, BERNARD F III",PO BOX 569,WAKE FOREST NC 27588-0569,,3492454,1739485472
CHURCH,1988,12262.0,4400 BUFFALOE RD,RALEIGH,27616,THE CHRISTIAN & MISSIONARY ALLIANCE ,4400 BUFFALOE RD,RALEIGH NC 27616-5007,,2553016,1725972246
DAY CARE,2000,12204.0,250 CORNERSTONE DR,CARY,27519,DON HAMMETT DAYCARE LLC ,ATTN: TAX DEPT,PO BOX 6760,PORTLAND OR 97228-6760,3225835,0744419656
FLEX WHSE,1985,12200.0,5619 HILLSBOROUGH ST,RALEIGH,27606,"BAILEY, T ED TRUSTEE THOMAS EDWARD BAILEY REVOCABLE TRUST",PO BOX 464,RALEIGH NC 27602-0464,,1461495,0784214003
MULT TEN,1995,12192.0,4212 NW CARY PKWY,CARY,27513,NRP PRESTON BC LLC ,640 N LASALLE DR STE 605,CHICAGO IL 60654,,3671215,0754122863
SNGL TEN,2004,12189.0,1016 N ARENDELL AVE,ZEBULON,27597,MDC NC3 LP ,ATT PM DEPT 18083,11995 EL CAMINO REAL,SAN DIEGO CA 92130-2539,3333110,2705187615
SNGL TEN,2004,12160.0,4801 GROVE BARTON RD,RALEIGH,27613,GOODWILL INDUSTRIES OF EASTERN NORTH CAROLINA INC ,4721 EMPEROR BLVD STE 260,DURHAM NC 27703-7664,,2841207,0787411769
SNGL TEN,1994,12159.0,608 GERMANTOWN RD,RALEIGH,27607,MBW PARTNERS LLC ,BILL WHITE,403 E SIX FORKS RD,RALEIGH NC 27609-7829,2436939,0774924091
OFC GROSS,1998,12112.0,7501 CREEDMOOR RD,RALEIGH,27613,STONEHENGE SQUARE LLC ,10724 BEAVER POND LN,RALEIGH NC 27614-9661,,1778595,0797485722
SNGL TEN,2001,12111.0,4416 ST JAMES CHURCH RD,RALEIGH,27604,GOODWILL INDUSTRIES OF EASTERN NORTH CAROLINA INC ,4721 EMPEROR BLVD STE 260,DURHAM NC 27703-7664,,1766527,1726612305
MULT TEN,1995,12080.0,4224 NW CARY PKWY,CARY,27513,A B C PLAZA CONDOMINIUM ,1003 HIGH HOUSE RD STE 105,CARY NC 27513-3585,,0,0754121743
OFC GROSS,1983,12075.0,264 W CHATHAM ST,CARY,27511,WEST CHATHAM STREET PARTNERS LLC ,264 W CHATHAM ST STE 101,CARY NC 27511-3357,,2253781,0764317554
MED OFC GROSS,1995,12070.0,1001 CRESCENT GREEN,CARY,27518,CRESCENT PROFESSIONAL ASSOC LLC ,1001 CRESCENT GRN,CARY NC 27518-8101,,3194771,0762518429
CHURCH,1985,12064.0,8225 MITCHELL MILL RD,,27597,BEULAH CHRISTIAN CHURCH BOARD OF TRUSTEES,8225 MITCHELL MILL RD,ZEBULON NC 27597-8400,,1546534,1778963996
MED OFC GROSS,1982,12033.0,1009 SPRING FOREST RD,RALEIGH,27615,CV VENTURE PROPERTIES LLC ,1009 SPRING FOREST RD,RALEIGH NC 27615-5833,,2011531,1717216376
MED OFC GROSS,1996,12010.0,7021 FALLS OF NEUSE RD,RALEIGH,27615,CPIMF1 DUHMNRANC LLC ,195 NORTH ST STE 100,TETERBORO NJ 07608-1216,,2924162,1717065135
FLEX WHSE,2001,12005.0,201 TRYON RD,RALEIGH,27603,WEEKS & SHERRON LLC ,6588 GLENWOOD AVE,RALEIGH NC 27612-7156,,2508563,1702517162
FLEX WHSE,1983,12000.0,3408 LAKE WOODARD DR,RALEIGH,27604,G A P PARTNERSHIP THE ,PO BOX 464,RALEIGH NC 27602-0464,,1581782,1724367668
FLEX WHSE,2000,12000.0,4805 HARGROVE RD,RALEIGH,27616,WILSCO & HUD LLC ,1007 COUNTRY RIDGE DR,RALEIGH NC 27609-5420,,1828546,1726055548
OFC GROSS,1999,12000.0,10405 LIGON MILL RD,WAKE FOREST,27587,A N S PROPERTIES INC ,PO BOX 1109,WAKE FOREST NC 27588-1109,,1673856,1830815161
SNGL TEN,2000,12000.0,2109 S MAIN ST,WAKE FOREST,27587,WAKE FOREST THRIFT LLC ,507 KNOX ST,DURHAM NC 27701,,2511279,1830800139
FLEX WHSE,1985,12000.0,102 WOODWINDS INDUSTRIAL CT,CARY,27511,WOODWINDS INDUSTRIAL LLC ,500 CARDINAL DR,RALEIGH NC 27604-2210,,1909875,0753326067
SNGL TEN,1994,12000.0,8620 GLENWOOD AVE,RALEIGH,27617,"ADAMS, BILLY R TRUSTEE ADAMS, SUE R TRUSTEE",7670 BRYAN RD,GARNER NC 27529-9137,,2069095,0777672653
FLEX WHSE,1984,12000.0,1460 DIGGS DR,RALEIGH,27603,"LAMPE, NANCY D LAMPE, JOHN H II TRUSTEE",PO BOX 1457,SMITHFIELD NC 27577-1457,,1552841,0792997825
SNGL TEN,1994,12000.0,310 MCCORMICK ST,GARNER,27529,DKING NC RENTAL LLC ,28517 TALORI TER,BONITA SPRINGS FL 34135-8385,,1701717,1701588432
SNGL TEN,2001,11995.0,11031 WAKEFIELD COMMONS DR,RALEIGH,27614,GOODWILL INDUSTRIES OF EASTERN NORTH CAROLINA INC ,4721 EMPEROR BLVD STE 260,DURHAM NC 27703-7664,,2168620,1739480868
FLEX WHSE,1997,11976.0,2204 ASSOCIATE DR,,27603,401 SOUTH ASSOCIATES ,4015 LILA BLUE LN,RALEIGH NC 27612-6955,,2476573,0689600126
MULT TEN,1983,11975.0,1840 WAKE FOREST RD,RALEIGH,27608,HARRISPARK PROPERTIES INC ,608 GASTON ST STE 200,RALEIGH NC 27603-1258,,2421904,1714183385
MULT TEN,1998,11936.0,6480 TRYON RD,CARY,27518,LANE DENTAL PROPERTIES LLC ,PO BOX 2230,ANGIER NC 27501-2230,,3457336,0772056941
OFC GROSS,1984,11914.0,1215 JONES FRANKLIN RD,RALEIGH,27606,"THOMPSON, JOSEPH M THOMPSON, ELLA B",9520 PENNY RD,RALEIGH NC 27606-9575,,1672913,0783132295
FLEX WHSE,1997,11904.0,4651 PARAGON PARK RD,RALEIGH,27616,CAS PARAGON LLC ,4641 PARAGON PARK RD,RALEIGH NC 27616-3406,,2646104,1737084710
OFC GROSS,1984,11904.0,7320 SIX FORKS RD,RALEIGH,27615,7320 SIX FORKS ROAD LLC ,7320 SIX FORKS RD STE 100,RALEIGH NC 27615-7809,,1553088,1707550324
OFC GROSS,1984,11904.0,7340 SIX FORKS RD,RALEIGH,27615,LAWYER NC PROPERTIES LLC ,PO BOX 17289,RALEIGH NC 27619-7289,,1645480,1707550550
OFC GROSS,1984,11904.0,5509 CREEDMOOR RD,RALEIGH,27612,LAZE PROPERTIES LLC ,1890 N BROAD ST STE 200,FUQUAY VARINA NC 27526-3657,,1624121,0796474198
FLEX WHSE,2000,11902.0,2801 S WILMINGTON ST,RALEIGH,27603,ROBERT ROBERSON 2801 LLC ,ROBERT C ROBERSON,PO BOX 27705,RALEIGH NC 27611-7705,2473895,1702459667
FLEX WHSE,2000,11901.0,2026 PRODUCTION DR,APEX,27539,HEIA LLC ,PO BOX 1396,ELMIRA NY 14902-1396,,2932650,0751245667
DAY CARE,2004,11898.0,1180 HOLLY SPRINGS RD,HOLLY SPRINGS,27540,INVESTMENT CHOICES II LLC ,PO BOX 58067,RALEIGH NC 27658-8067,,3108134,0659548281
SNGL TEN,2002,11895.0,1150 W WILLIAMS ST,APEX,27502,GOODWILL INDUSTRIES OF EASTERN NORTH CAROLINA INC ,4721 EMPEROR BLVD STE 260,DURHAM NC 27703-7664,,4100793,0732861164
SCHOOL,1998,11892.0,5617 SUNSET LAKE RD,HOLLY SPRINGS,27540,THE NEW SCHOOL INC ,5617 SUNSET LAKE RD,HOLLY SPRINGS NC 27540-4348,,2140747,0669330330
SCHOOL,1987,11891.0,5413 SHOOTING LN,,27562,DUKE ENERGY PROGRESS INC ,TAX DEPT - DEC41B,550 S TRYON ST,CHARLOTTE NC 28202-4200,1829060,0618850660
OFC GROSS,1983,11888.0,100 SAWMILL RD,RALEIGH,27615,100 SAWMILL LLC ,ROBERT T KENT & ASSOC,100 SAWMILL RD STE 200,RALEIGH NC 27615-6199,1578644,1707466322
CHURCH,1984,11880.0,11101 CREEDMOOR RD,,27614,AMRAN TEMPLE A A O N M S ,11101 CREEDMOOR RD,RALEIGH NC 27614-9264,,2097019,0799290533
OFC GROSS,1999,11869.0,2205 E MILLBROOK RD,RALEIGH,27604,HERITAGE NORTH CAROLINA INC ,101 E F ST,ELIZABETHTON TN 37643-3253,,1850229,1716849173
GYM,2002,11865.0,1226 N WHITE ST,WAKE FOREST,27587,WAKE FOREST TOWN OF ,301 BROOKS ST,WAKE FOREST NC 27587-2901,,1436634,1851066469
CHURCH,1976,11820.0,1426 WAKE FOREST RD,RALEIGH,27604,A SQUARED HOMES LLC ,420 SAINT MARYS ST,RALEIGH NC 27605-1734,,2259241,1714056890
OFC GROSS,1981,11786.0,6900 SIX FORKS RD,RALEIGH,27615,SIX FORKS 6900 LLC ,312 SHEPHERD ST,RALEIGH NC 27607-4032,,1374566,1707536308
FLEX WHSE,1999,11700.0,1800 N SALEM ST,APEX,27523,1800 N SALEM STREET LLC ,114 EDINBURGH SOUTH DR STE 101,CARY NC 27511-6480,,3465435,0742589083
FLEX WHSE,1985,11680.0,104 WOODWINDS INDUSTRIAL CT,CARY,27511,HIRSCH & SONS INC ,2720 CARTIER DR,RALEIGH NC 27608-1204,,1825466,0753328134
CHURCH,2002,11670.0,1200 N SALEM ST,APEX,27502,THE BOARD OF TRUSTEES OF PEAK UMC ,THE UNITED METHODIST CHURCH,1200 N SALEM ST,APEX NC 27502-2926,4061977,0742464071
DAY CARE,2003,11653.0,6523 JOHNSON POND RD,FUQUAY-VARINA,27526,INVESTMENT CHOICES LLC ,PO BOX 58067,RALEIGH NC 27658-8067,,2706442,0677253598
MULT TEN,2005,11628.0,11016 CAPITAL BLVD,WAKE FOREST,27587,THE FOYE GROUP INC ,ATTN: DAVID FOYE JR,101 MARVISTA CT,CARY NC 27518-9195,3437629,1830609136
FLEX WHSE,1997,11620.0,2455 RELIANCE AVE,,27539,D & S INVESTMENTS LLC ,3007 BUCKINGHAM WAY,APEX NC 27502-9341,,2799592,0751352984
CHURCH,1990,11608.0,1629 BENNETT ST,RALEIGH,27604,ST MATTHEW AME CHURCH ,1629 BENNETT ST,RALEIGH NC 27604-2379,,2771167,1714340920
OFC GROSS,1999,11570.0,1086 CLASSIC RD,APEX,27539,PINNACLE 35 LLC ,5805 HEATHERSTONE DR,RALEIGH NC 27606-9345,,1976034,0751162278
MED OFC GROSS,2000,11562.0,929 KILDAIRE FARM RD,CARY,27511,8GIS REX PROPERTIES LLC ,2601 LAKE DR,RALEIGH NC 27607-6688,,3206028,0763551732
DAY CARE,1990,11555.0,321 SPRING FOREST RD,RALEIGH,27609,RAINBOW RASCALS NC - RALEIGH I LLC ,1732 CROOKS RD,TROY MI 48084-5501,,2657923,1706983726
GYM,1988,11553.0,1301 MORRISVILLE PKWY,MORRISVILLE,27560,MORRISVILLE TOWN OF ,100 TOWN HALL DR,MORRISVILLE NC 27560-8147,,3551251,0744791896
MULT TEN,1998,11550.0,1911 SEGO CT,RALEIGH,27616,WEST SNOW PROPERTIES LLC ,2609 TRICKLE CT,RALEIGH NC 27615-3874,,1766498,1716851026
FIRE STA,1992,11536.0,1501 N HARRISON AVE,CARY,27513,CARY TOWN OF ,REAL ESTATE DEPT TOWN OF CARY,PO BOX 8005,CARY NC 27512-8005,3030716,0765724958
MULT TEN,1975,11520.0,6909 GLENWOOD AVE,RALEIGH,27612,JESUS IS LORD LLC ,WARREN & KAREN CATHCART,102 ROYAL CLUB DR,CARY NC 27513-3422,2574095,0786498120
FLEX WHSE,1992,11520.0,4910 DEPARTURE DR,RALEIGH,27616,DUBCO LLC ,PO BOX 1159,TARBORO NC 27886-1159,,1662945,1716948138
CHURCH,2005,11490.0,3425 ROCK QUARRY RD,RALEIGH,,REDEEMING LOVE MISSIONARY BAPTIST CHURCH INC ,3425 ROCK QUARRY RD,RALEIGH NC 27610-5115,,3120001,1722175767
MULT TEN,2000,11454.0,12400 WAKE UNION CHURCH RD,WAKE FOREST,27587,SERVO VENTURES WFNC LLC ,3150 ROGERS RD STE 107,WAKE FOREST NC 27587-4196,,2141414,1831633099
